DateTime,Last
11/28/2025 07:50:04,24482.00
11/28/2025 07:50:04,24473.50
11/28/2025 07:50:04,24487.25
11/28/2025 07:50:04,24475.75
11/28/2025 07:50:04,24477.00
11/28/2025 07:50:04,24458.25
11/28/2025 07:50:04,24451.75
11/28/2025 07:50:04,24448.75
11/28/2025 07:50:04,24440.25
11/28/2025 07:50:04,24458.00
11/28/2025 07:50:04,24466.50
11/28/2025 07:50:04,24473.75
11/28/2025 07:50:04,24494.75
11/28/2025 07:50:04,24500.75
11/28/2025 07:50:04,24487.50
11/28/2025 07:50:04,24498.75
11/28/2025 07:50:04,24503.50
11/28/2025 07:50:04,24484.00
11/28/2025 07:50:04,24467.50
11/28/2025 07:50:04,24466.00
11/28/2025 07:50:04,24478.00
11/28/2025 07:50:04,24497.50
11/28/2025 07:50:04,24506.00
11/28/2025 07:50:04,24504.75
11/28/2025 07:50:04,24520.75
11/28/2025 07:50:04,24523.75
11/28/2025 07:50:04,24527.00
11/28/2025 07:50:04,24512.25
11/28/2025 07:50:04,24484.50
11/28/2025 07:50:04,24481.50
11/28/2025 07:50:04,24499.00
11/28/2025 07:50:04,24495.50
11/28/2025 07:50:04,24485.50
11/28/2025 07:50:04,24474.00
11/28/2025 07:50:04,24474.50
11/28/2025 07:50:04,24457.75
11/28/2025 07:50:04,24453.25
11/28/2025 07:50:04,24461.50
11/28/2025 07:50:04,24467.50
11/28/2025 07:50:04,24470.25
11/28/2025 07:50:04,24444.50
11/28/2025 07:50:04,24425.50
11/28/2025 07:50:04,24419.75
11/28/2025 07:50:04,24414.50
11/28/2025 07:50:04,24406.75
11/28/2025 07:50:04,24393.75
11/28/2025 07:50:04,24391.50
11/28/2025 07:50:04,24410.75
11/28/2025 07:50:04,24408.00
11/28/2025 07:50:04,24403.25
11/28/2025 07:50:04,24388.25
11/28/2025 07:50:04,24385.50
11/28/2025 07:50:04,24398.75
11/28/2025 07:50:04,24404.25
11/28/2025 07:50:04,24405.50
11/28/2025 07:50:04,24404.75
11/28/2025 07:50:04,24412.00
11/28/2025 07:50:04,24423.50
11/28/2025 07:50:04,24412.00
11/28/2025 07:50:04,24403.75
11/28/2025 07:50:04,24425.50
11/28/2025 07:50:04,24410.75
11/28/2025 07:50:04,24425.75
11/28/2025 07:50:04,24437.50
11/28/2025 07:50:04,24460.50
11/28/2025 07:50:04,24466.50
11/28/2025 07:50:04,24473.75
11/28/2025 07:50:04,24464.50
11/28/2025 07:50:04,24486.50
11/28/2025 07:50:04,24485.75
11/28/2025 07:50:04,24493.25
11/28/2025 07:50:04,24487.75
11/28/2025 07:50:04,24482.75
11/28/2025 07:50:04,24505.50
11/28/2025 07:50:04,24510.00
11/28/2025 07:50:04,24503.50
11/28/2025 07:50:04,24509.25
11/28/2025 07:50:04,24515.50
11/28/2025 07:50:04,24509.50
11/28/2025 07:50:04,24515.00
11/28/2025 07:50:04,24536.50
11/28/2025 07:50:04,24544.50
11/28/2025 07:50:04,24551.00
11/28/2025 07:50:04,24539.00
11/28/2025 07:50:04,24521.25
11/28/2025 07:50:04,24511.50
11/28/2025 07:50:04,24527.75
11/28/2025 07:50:04,24527.75
11/28/2025 07:50:04,24544.75
11/28/2025 07:50:04,24560.25
11/28/2025 07:50:04,24544.00
11/28/2025 07:50:04,24525.50
11/28/2025 07:50:04,24528.50
11/28/2025 07:50:04,24512.00
11/28/2025 07:50:04,24496.00
11/28/2025 07:50:04,24493.25
11/28/2025 07:50:04,24504.00
11/28/2025 07:50:04,24514.50
11/28/2025 07:50:04,24528.75
11/28/2025 07:50:04,24513.75
11/28/2025 07:50:04,24504.25
11/28/2025 07:50:04,24509.50
11/28/2025 07:50:04,24542.50
11/28/2025 07:50:04,24545.00
11/28/2025 07:50:04,24540.00
11/28/2025 07:50:04,24552.25
11/28/2025 07:50:04,24559.00
11/28/2025 07:50:04,24554.00
11/28/2025 07:50:04,24565.75
11/28/2025 07:50:04,24578.25
11/28/2025 07:50:04,24561.50
11/28/2025 07:50:04,24572.50
11/28/2025 07:50:04,24573.00
11/28/2025 07:50:04,24580.50
11/28/2025 07:50:04,24566.50
11/28/2025 07:50:04,24572.00
11/28/2025 07:50:04,24593.00
11/28/2025 07:50:04,24601.25
11/28/2025 07:50:04,24594.50
11/28/2025 07:50:04,24600.25
11/28/2025 07:50:04,24602.25
11/28/2025 07:50:04,24621.00
11/28/2025 07:50:04,24606.00
11/28/2025 07:50:04,24616.50
11/28/2025 07:50:04,24630.00
11/28/2025 07:50:04,24634.75
11/28/2025 07:50:04,24650.00
11/28/2025 07:50:04,24636.50
11/28/2025 07:50:04,24647.25
11/28/2025 07:50:04,24658.00
11/28/2025 07:50:04,24650.00
11/28/2025 07:50:04,24660.50
11/28/2025 07:50:04,24646.25
11/28/2025 07:50:04,24645.50
11/28/2025 07:50:04,24643.00
11/28/2025 07:50:04,24640.50
11/28/2025 07:50:04,24663.75
11/28/2025 07:50:04,24656.00
11/28/2025 07:50:04,24662.50
11/28/2025 07:50:04,24656.25
11/28/2025 07:50:04,24671.75
11/28/2025 07:50:04,24664.75
11/28/2025 07:50:04,24652.50
11/28/2025 07:50:04,24664.50
11/28/2025 07:50:04,24673.00
